FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,FSF_COLL_DATETIME,FSF_STA_ID,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSS_TISSUE_SEDIMENT_IND,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_DIGESTION_DATE,FSS_WATER_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,69.731,,129-00-0,,HALE,,,,69.731,83.324916743,,40.3292579650879,69.731,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,69.731,129-00-0,129-00-0,HALE,,69.731,83.324916743,,40.3292579650879,69.731
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,34.783,,56-55-3,,HALE,,,,34.783,41.563875164,,20.1169147491455,34.783,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,34.783,56-55-3,56-55-3,HALE,,34.783,41.563875164,,20.1169147491455,34.783
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,45.449,,218-01-9,,HALE,,,,45.449,54.309190189,,26.2856483459473,45.449,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,45.449,218-01-9,218-01-9,HALE,,45.449,54.309190189,,26.2856483459473,45.449
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,75.26,,205-99-2,,HALE,,,,75.26,89.931784057,,43.526985168457,75.26,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,75.26,205-99-2,205-99-2,HALE,,75.26,89.931784057,,43.526985168457,75.26
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,71.638,,207-08-9,,HALE,,,,71.638,85.603682518,,41.4321823120117,71.638,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,71.638,207-08-9,207-08-9,HALE,,71.638,85.603682518,,41.4321823120117,71.638
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,76.855,,192-97-2,,HALE,,,,76.855,91.837726066,,44.4494590759277,76.855,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,76.855,192-97-2,192-97-2,HALE,,76.855,91.837726066,,44.4494590759277,76.855
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,113.678,,50-32-8,,HALE,,,,113.678,135.83929508,,65.7462158203125,113.678,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,113.678,50-32-8,50-32-8,HALE,,113.678,135.83929508,,65.7462158203125,113.678
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,62.304,,198-55-0,,HALE,,,,62.304,74.450038186,,36.0338172912598,62.304,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,62.304,198-55-0,198-55-0,HALE,,62.304,74.450038186,,36.0338172912598,62.304
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,52.616,,193-39-5,,HALE,,,,52.616,62.873382274,,30.4307174682617,52.616,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,52.616,193-39-5,193-39-5,HALE,,52.616,62.873382274,,30.4307174682617,52.616
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,10.623,,53-70-3,,HALE,,,,10.623,12.693932262,,6.14386320114136,10.623,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,10.623,53-70-3,53-70-3,HALE,,10.623,12.693932262,,6.14386320114136,10.623
V98S020,,EBL002.54,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.515634574890137,,,1,65.816,,191-24-2,,HALE,,,,65.816,78.646695449,,62.9173545837402,65.816,,,,EBL002.54,,,S,R,1,V98S020,,,,0.515634574890137,,1,65.816,191-24-2,191-24-2,HALE,,65.816,78.646695449,,62.9173545837402,65.816
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,3.956,,91-20-3,,HALE,,,,3.956,4.5748912943,,2.79525852203369,3.956,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,3.956,91-20-3,91-20-3,HALE,,3.956,4.5748912943,,2.79525852203369,3.956
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,3.264,,91-57-6,,HALE,,,,3.264,3.7746322509,,2.30630040168762,3.264,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,3.264,91-57-6,91-57-6,HALE,,3.264,3.7746322509,,2.30630040168762,3.264
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,2.086,,90-12-0,,HALE,,,,2.086,2.4123415672,,1.47394073009491,2.086,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,2.086,90-12-0,90-12-0,HALE,,2.086,2.4123415672,,1.47394073009491,2.086
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,1.587,,92-52-4,,HALE,,,,1.587,1.8352761588,,1.12135374546051,1.587,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,1.587,92-52-4,92-52-4,HALE,,1.587,1.8352761588,,1.12135374546051,1.587
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,5.307,,,,HALE,,,,5.307,6.1372467388,,3.74985766410828,5.307,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,5.307,581-42-0,,HALE,,5.307,6.1372467388,,3.74985766410828,5.307
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,2.226,,208-96-8,,HALE,,,,2.226,2.5742436858,,1.57286286354065,2.226,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,2.226,208-96-8,208-96-8,HALE,,2.226,2.5742436858,,1.57286286354065,2.226
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,26.465,,83-32-9,,HALE,,,,26.465,30.605282635,,18.6998271942139,26.465,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,26.465,83-32-9,83-32-9,HALE,,26.465,30.605282635,,18.6998271942139,26.465
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,1.905,,2245-38-7,,HALE,,,,1.905,2.2030252567,,1.34604847431183,1.905,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,1.905,2245-38-7,2245-38-7,HALE,,1.905,2.2030252567,,1.34604847431183,1.905
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,25.742,,86-73-7,,HALE,,,,25.742,29.769173837,,18.18896484375,25.742,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,25.742,86-73-7,86-73-7,HALE,,25.742,29.769173837,,18.18896484375,25.742
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,667.564,,85-01-8,,HALE,,,,667.564,772.00018503,,471.692108154297,667.564,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,667.564,85-01-8,85-01-8,HALE,,667.564,772.00018503,,471.692108154297,667.564
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,68.865,,,,HALE,,,,68.865,79.638495698,,48.659122467041,68.865,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,68.865,120-12-7,,HALE,,68.865,79.638495698,,48.659122467041,68.865
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,62.055,,832-69-9,,HALE,,,,62.055,71.763114072,,43.8472633361816,62.055,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,62.055,832-69-9,832-69-9,HALE,,62.055,71.763114072,,43.8472633361816,62.055
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,2900.517,,206-44-0,,HALE,,,,2900.517,3354.2846239,,2049.46801757813,2900.517,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,2900.517,206-44-0,206-44-0,HALE,,2900.517,3354.2846239,,2049.46801757813,2900.517
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,2417.857,,129-00-0,,HALE,,,,2417.857,2796.1155056,,1708.42651367188,2417.857,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,2417.857,129-00-0,129-00-0,HALE,,2417.857,2796.1155056,,1708.42651367188,2417.857
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,789.157,,56-55-3,,HALE,,,,789.157,912.61564437,,557.608154296875,789.157,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,789.157,56-55-3,56-55-3,HALE,,789.157,912.61564437,,557.608154296875,789.157
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,2102.31,,218-01-9,,HALE,,,,2102.31,2431.203164,,1485.46508789063,2102.31,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,2102.31,218-01-9,218-01-9,HALE,,2102.31,2431.203164,,1485.46508789063,2102.31
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,979.056,,205-99-2,,HALE,,,,979.056,1132.2231474,,691.788330078125,979.056,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,979.056,205-99-2,205-99-2,HALE,,979.056,1132.2231474,,691.788330078125,979.056
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,1013.285,,207-08-9,,HALE,,,,1013.285,1171.8070589,,715.97412109375,1013.285,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,1013.285,207-08-9,207-08-9,HALE,,1013.285,1171.8070589,,715.97412109375,1013.285
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,477.486,,192-97-2,,HALE,,,,477.486,552.1856786,,337.385437011719,477.486,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,477.486,192-97-2,192-97-2,HALE,,477.486,552.1856786,,337.385437011719,477.486
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,440.802,,50-32-8,,HALE,,,,440.802,509.76269775,,311.464996337891,440.802,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,440.802,50-32-8,50-32-8,HALE,,440.802,509.76269775,,311.464996337891,440.802
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,203.1,,198-55-0,,HALE,,,,203.1,234.87371635,,143.507843017578,203.1,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,203.1,198-55-0,198-55-0,HALE,,203.1,234.87371635,,143.507843017578,203.1
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,293.015,,193-39-5,,HALE,,,,293.015,338.85535202,,207.040618896484,293.015,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,293.015,193-39-5,193-39-5,HALE,,293.015,338.85535202,,207.040618896484,293.015
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,157.87,,53-70-3,,HALE,,,,157.87,182.5677676,,111.548904418945,157.87,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,157.87,53-70-3,53-70-3,HALE,,157.87,182.5677676,,111.548904418945,157.87
V98S021,,PRT001.30,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.388640098571777,,,1,293.865,,191-24-2,,HALE,,,,293.865,339.83832917,,207.641220092773,293.865,,,,PRT001.30,,,S,R,1,V98S021,,,,0.388640098571777,,1,293.865,191-24-2,191-24-2,HALE,,293.865,339.83832917,,207.641220092773,293.865
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,6.101,,91-20-3,,HALE,,,,6.101,7.8294803316,,1.96519958972931,6.101,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,6.101,91-20-3,91-20-3,HALE,,6.101,7.8294803316,,1.96519958972931,6.101
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,6.198,,91-57-6,,HALE,,,,6.198,7.9539614973,,1.99644434452057,6.198,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,6.198,91-57-6,91-57-6,HALE,,6.198,7.9539614973,,1.99644434452057,6.198
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,3.331,,90-12-0,,HALE,,,,3.331,4.2747088976,,1.07295191287994,3.331,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,3.331,90-12-0,90-12-0,HALE,,3.331,4.2747088976,,1.07295191287994,3.331
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,2.798,,92-52-4,,HALE,,,,2.798,3.5907041416,,0.901266753673553,2.798,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,2.798,92-52-4,92-52-4,HALE,,2.798,3.5907041416,,0.901266753673553,2.798
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,9.38,,,,HALE,,,,9.38,12.037457058,,3.02140164375305,9.38,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,9.38,581-42-0,,HALE,,9.38,12.037457058,,3.02140164375305,9.38
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,16.669,,208-96-8,,HALE,,,,16.669,21.391510842,,5.36926937103272,16.669,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,16.669,208-96-8,208-96-8,HALE,,16.669,21.391510842,,5.36926937103272,16.669
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,2.365,,83-32-9,,HALE,,,,2.365,3.0350304842,,0.761792659759522,2.365,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,2.365,83-32-9,83-32-9,HALE,,2.365,3.0350304842,,0.761792659759522,2.365
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,2.676,,2245-38-7,,HALE,,,,2.676,3.4341402012,,0.861969172954559,2.676,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,2.676,2245-38-7,2245-38-7,HALE,,2.676,3.4341402012,,0.861969172954559,2.676
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,7.623,,86-73-7,,HALE,,,,7.623,9.7826796538,,2.45545268058777,7.623,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,7.623,86-73-7,86-73-7,HALE,,7.623,9.7826796538,,2.45545268058777,7.623
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,34.273,,85-01-8,,HALE,,,,34.273,43.982917457,,11.0397119522095,34.273,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,34.273,85-01-8,85-01-8,HALE,,34.273,43.982917457,,11.0397119522095,34.273
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,11.81,,,,HALE,,,,11.81,15.155902756,,3.80413150787354,11.81,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,11.81,120-12-7,,HALE,,11.81,15.155902756,,3.80413150787354,11.81
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,12.962,,832-69-9,,HALE,,,,12.962,16.634277013,,4.17520332336426,12.962,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,12.962,832-69-9,832-69-9,HALE,,12.962,16.634277013,,4.17520332336426,12.962
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,289.746,,206-44-0,,HALE,,,,289.746,371.83422523,,93.3303909301758,289.746,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,289.746,206-44-0,206-44-0,HALE,,289.746,371.83422523,,93.3303909301758,289.746
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,288.86,,129-00-0,,HALE,,,,288.86,370.6972117,,93.0449981689453,288.86,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,288.86,129-00-0,129-00-0,HALE,,288.86,370.6972117,,93.0449981689453,288.86
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,117.57,,56-55-3,,HALE,,,,117.57,150.87887274,,37.8705978393555,117.57,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,117.57,56-55-3,56-55-3,HALE,,117.57,150.87887274,,37.8705978393555,117.57
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,158.582,,218-01-9,,HALE,,,,158.582,203.51002294,,51.0810165405274,158.582,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,158.582,218-01-9,218-01-9,HALE,,158.582,203.51002294,,51.0810165405274,158.582
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,170.767,,205-99-2,,HALE,,,,170.767,219.14716731,,55.0059394836426,170.767,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,170.767,205-99-2,205-99-2,HALE,,170.767,219.14716731,,55.0059394836426,170.767
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,143.737,,207-08-9,,HALE,,,,143.737,184.45927134,,46.2992782592774,143.737,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,143.737,207-08-9,207-08-9,HALE,,143.737,184.45927134,,46.2992782592774,143.737
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,140.261,,192-97-2,,HALE,,,,140.261,179.99848235,,45.1796188354492,140.261,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,140.261,192-97-2,192-97-2,HALE,,140.261,179.99848235,,45.1796188354492,140.261
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,166.34,,50-32-8,,HALE,,,,166.34,213.46594957,,53.5799522399902,166.34,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,166.34,50-32-8,50-32-8,HALE,,166.34,213.46594957,,53.5799522399902,166.34
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,55.771,,198-55-0,,HALE,,,,55.771,71.571537055,,17.9644565582275,55.771,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,55.771,198-55-0,198-55-0,HALE,,55.771,71.571537055,,17.9644565582275,55.771
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,72.762,,193-39-5,,HALE,,,,72.762,93.376274035,,23.4374446868897,72.762,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,72.762,193-39-5,193-39-5,HALE,,72.762,93.376274035,,23.4374446868897,72.762
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,31.56,,53-70-3,,HALE,,,,31.56,40.501294749,,10.1658248901367,31.56,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,31.56,53-70-3,53-70-3,HALE,,31.56,40.501294749,,10.1658248901367,31.56
V98S022,,IND001.80,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.749092254638672,,,1,81.573,,191-24-2,,HALE,,,,81.573,104.68352714,,26.2755661010742,81.573,,,,IND001.80,,,S,R,1,V98S022,,,,0.749092254638672,,1,81.573,191-24-2,191-24-2,HALE,,81.573,104.68352714,,26.2755661010742,81.573
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,2.41,,91-20-3,,HALE,,,,2.41,3.2360400164,,1.48210632801056,2.41,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,2.41,91-20-3,91-20-3,HALE,,2.41,3.2360400164,,1.48210632801056,2.41
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,2.479,,91-57-6,,HALE,,,,2.479,3.3286901248,,1.52454006671906,2.479,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,2.479,91-57-6,91-57-6,HALE,,2.479,3.3286901248,,1.52454006671906,2.479
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,1.575,,90-12-0,,HALE,,,,1.575,2.1148394298,,0.968596458435059,1.575,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,1.575,90-12-0,90-12-0,HALE,,1.575,2.1148394298,,0.968596458435059,1.575
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,1.23,,92-52-4,,HALE,,,,1.23,1.6515888881,,0.756427705287933,1.23,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,1.23,92-52-4,92-52-4,HALE,,1.23,1.6515888881,,0.756427705287933,1.23
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,4.264,,,,HALE,,,,4.264,5.7255081453,,2.62228274345398,4.264,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,4.264,581-42-0,,HALE,,4.264,5.7255081453,,2.62228274345398,4.264
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,1.63,,208-96-8,,HALE,,,,1.63,2.1886909655,,1.00242042541504,1.63,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,1.63,208-96-8,208-96-8,HALE,,1.63,2.1886909655,,1.00242042541504,1.63
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,0.637,,83-32-9,,HALE,,,,0.637,0.85533505829,,0.391743451356888,0.637,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,0.637,83-32-9,83-32-9,HALE,,0.637,0.85533505829,,0.391743451356888,0.637
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,0.699,,2245-38-7,,HALE,,,,0.699,0.93858588029,,0.429872334003449,0.699,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,0.699,2245-38-7,2245-38-7,HALE,,0.699,0.93858588029,,0.429872334003449,0.699
V98S023,,NWB002.10,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.541698760986328,,,1,2.017,,86-73-7,,HALE,,,,2.017,2.7083372254,,1.24041843414307,2.017,,,,NWB002.10,,,S,R,1,V98S023,,,,0.541698760986328,,1,2.017,86-73-7,86-73-7,HALE,,2.017,2.7083372254,,1.24041843414307,2.017
